Total Surveyed,Total Bootcamp attendees,Percent Attended Bootcamp,Mean Age,Degree Holder,Percent with Degrees and Bootcamp,Male,Female,Non Gender Specific,Average Post Bootcamp Salary
15620,953,6.10%,31.066014669926652,94,0.60%,496,326,131,"$63,740.51"
